id,date,message
892773,2026-06-01 10:39:20+00:00,"Hitcher looking for driver 

Pickup - JB 
Drop off - SG (2 Places) 
Date - tomorrow, 2 June 
Time - 12pm 
Pax - 2 
No Carpool 
No Deposit 

Please PM, thanks!"
892772,2026-06-01 10:36:57+00:00,"🧑‍💻 Malay Driver looking for Hitcher ‼️

📅 DATE : TODAY 
🕰️ TIME :  NOW - ONWARDS 
📌 PICKUP : JB
📍 DROP-OFF : SG
🚸 PAX : 1-6 PAX (Honda BRV) 

♻️Clean & Friendly Driver♻️

💵 Cash ✅
💳 TNG  ✅

⚠️ PLEASE BE AWARE
OF SCAMMER ⚠️

🇸🇬AVAILABLE FOR 
MALAYSIA TOUR🇲🇾
🔄JOHOR BAHRU
🔄MELAKA
🔄KUALA LUMPUR
🔄NEGERI SEMBILAN
🔄PAHANG
🔄PERAK
🔄PERLIS
🔄KELANTAN
🔄TERENGGANU
🔄KEDAH
🔄PULAU PINANG"
892771,2026-06-01 10:31:48+00:00,"Driver looking for hitcher 🚗🌉

Date: today
Time : now
Pickup : jb - sg
Pax : 1-4 pax 
whole car $100
NO NEED DEPOSIT 
PM ME NOW THANK YOUU"
892770,2026-06-01 10:30:25+00:00,"Hitcher looking for driver
Today
8:30pm
Pickup: Seri Austin
Drop off: SG
1 pax

Pm price"
892769,2026-06-01 10:30:07+00:00,"Hey, there @kayakayya! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
892768,2026-06-01 10:25:11+00:00,"Hitcher looking for driver

Today 7pm 
JB-SG
1 pax
PM pls no deposit"
892766,2026-06-01 10:23:25+00:00,Pm
892765,2026-06-01 10:22:09+00:00,"🚗Driver looking for Hitcher 🚗

Date : today 1/6
Time :6.30pm-7.30pm
Pickup : JB 🇲🇾
Dropoff: SG 🇸🇬
1-6 pax 
Wholecar available 👋🏼
Offer ❗
Other timing can discuss ✅

PM ME IF INTERESTED 🤗🤗🤗"
892764,2026-06-01 10:20:54+00:00,Jb to sg whole car budget 50$
892763,2026-06-01 10:20:20+00:00,"Looking for driver

Date: Today
Time: 9pm
Pickup: KSL
Dropoff: SG
Pax : 4
Whole car"
892762,2026-06-01 10:20:06+00:00,"Hitcher looking for driver
Jb-sg
2/6/26
9am
Whole car $50"
892761,2026-06-01 10:14:24+00:00,"🚕🚕driver looking for hitches 华人司机

Pick up:sg
Drop off :jb
Date:1/6/26
Time:now now
Pax:2-4 

Kindly pm me. Thanks"
892760,2026-06-01 10:14:01+00:00,"Hey, there @nesh132411! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
892759,2026-06-01 10:12:54+00:00,"Hitcher looking for driver 

Pick up :jb city square 
Drop off :Bukit Batok 
Time :1830-2100 (today)
Pax-1
Pm me your best offer thanks 🙏 
Carpool or whole car 👌 
COD 👍"
892758,2026-06-01 10:12:53+00:00,"❤️Driver looking for hitcher
❤️司机寻找乘客

Date: TODAY 
Time: NOW-7PM / 8-9PM / 9-10PM / 10-11PM

Pickup: JB
Dropoff: SG
Pax: 1-3 PAX

➖➖➖➖➖➖➖➖➖🦕

❤️Driver looking for hitcher
❤️司机寻找乘客

Date: TODAY 
Time: NOW-7PM / 7-8PM / 8-9PM / 9-10PM / 10-11PM / 11-12AM / 12-1AM

Pickup: SG
Dropoff: JB
Pax: 1-3 PAX

➖➖➖➖➖➖➖➖➖🦕

NO NEED DEPOSIT ✅
DOOR TO DOOR SERVICE ✅
ACCEPT ADVANCED BOOKING ✅
PLEASE PM ME FOR MORE DETAILS 📞💌"
892757,2026-06-01 10:12:34+00:00,"hitcher looking for driver

pick up : jb 
drop off : sg
time : 7pm
pax: 1

no deposit, pm me thanks"
892756,2026-06-01 10:10:46+00:00,"‼️🔠🔠🔡🔣🔠🔠 🔠🔠🔠‼️
🚗Driver Looking Hitcher🚗
Door To Door Service

🗓 Date : Today
⏰ Time : Any Time
📌 PickUp : SG/JB Any Way
🚗 Whole Car 
👥 1-4 Pax

✔️ Pay On Arrival 
✔️ No Deposit
💵Cash💳PayNow 💰 EWallet

📱 +6580902145"
892755,2026-06-01 10:10:11+00:00,"Hitcher looking for drive 

Pick up: Danga Bay royal strand(jb)
Drop off: 793416(sg) 
Time:7.30/8pm 
Date: today 
Pax:1 
Pm me your best offer 
Whole car 

Deposit ❌
COD✅"
892754,2026-06-01 10:06:03+00:00,"1 June 
6.30pm 
Eco botanic (MY) - Jurong (SIN) 
2pax 
No deposit 
No carpool"
892753,2026-06-01 10:05:59+00:00,Pm done.tq
892752,2026-06-01 10:05:23+00:00,"👋🏻 Hitcher looking for Driver 

Pick up: JB Area
Dropoff: SG 
Date: Today
Time: 7.00 pm 
Pax: 1
Carpool 
No deposit 

Kindly pm me pls, thank you! ☺️"
892750,2026-06-01 10:04:28+00:00,"Looking for driver
Today later 930pm
3 pax
Pick up kulai
Drop off 2 location - Bishan & Kovan"
892749,2026-06-01 10:02:11+00:00,"Today
8.30-9pm
Jb to sg
Pax: 1
No deposit 
Sgd45"
892748,2026-06-01 10:01:21+00:00,"Driver looking for Hitcher❣️

⏰-We are 24/7 Available-❤️
🇸🇬 SG ⇄ 🇲🇾 JB Transport
🚏 Pickup   : SG / JB 
🚏 Drop-off : JB / SG
🚗 Premium Vehicles Provided

✅ No Deposit
✅ Insurance Covered
✅ Cross-Border Delivery

📩 Kindly PM to book. Thank you ✌️"
892747,2026-06-01 10:01:00+00:00,"Driver looking for Hitchers 

Date:1/6
Time : Now
Pick up:SG
Drop off:JB
Pax:1-2

⛔️Deposit 
Pm me Thanks"
892746,2026-06-01 10:00:45+00:00,"🚘 Driver looking for Hitchers

📅 Date         : Today  
📍 Pickup     : JB / SG 🇲🇾🇸🇬 
📍 DropOff   : SG / JB 🇸🇬🇲🇾 
🕑 Time        : Anytime
💰 Payment : No Deposit ❌
🚗 Vehicles  : All Seating Types
✅ Modes     : Whole-Car Only

      👇     👇     👇      👇      👇

--✨️Transport Service Types✨️--
  ☆ 𝟐𝟒/𝟕 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩𝙖𝙩𝙞𝙤𝙣
  ☆ 𝙃𝙤𝙪𝙨𝙚 𝙈𝙤𝙫𝙞𝙣𝙜 𝙎𝙚𝙧𝙫𝙞𝙘𝙚
  ☆ 𝙄𝙣𝙨𝙪𝙧𝙖𝙣𝙘𝙚 𝙄𝙣𝙘𝙡𝙪𝙙𝙚𝙙
  ☆ 𝙋𝙧𝙚 𝘽𝙤𝙤𝙠𝙞𝙣𝙜𝙨 𝘼𝙘𝙘𝙚𝙥𝙩𝙚𝙙
  ☆ 𝘼𝙞𝙧𝙥𝙤𝙧𝙩 / 𝙃𝙤𝙩𝙚𝙡 𝙏𝙧𝙖𝙣𝙨𝙛𝙚𝙧𝙨
  ☆ 𝙄𝙣𝙩𝙚𝙧𝙘𝙞𝙩𝙮 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙄𝙣 𝙅𝘽
  ☆ 𝘾𝙤𝙫𝙚𝙧 𝘼𝙡𝙡 𝙇𝙤𝙘𝙖𝙩𝙞𝙤𝙣𝙨 𝙎𝙂/𝙈𝙔
  ☆ 𝙈𝙞𝙙𝙣𝙞𝙜𝙝𝙩 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚
  ☆ 𝙒𝙝𝙚𝙚𝙡𝙘𝙝𝙖𝙞𝙧 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩
  ☆ 𝘿𝙚𝙡𝙞𝙫𝙚𝙧𝙮 𝙞𝙣 𝙎𝙂 & 𝙈𝙔

◇ 𝖳𝗋𝗂𝗉𝗌 𝗍𝗈 𝖬𝖤𝖫𝖠𝖪𝖠, 𝖪𝖫, 𝖦𝖤𝖭𝖳𝖨𝖭𝖦 & 𝖮𝗍𝗁𝖾𝗋𝗌 𝖯𝗅𝖾𝖺𝗌𝖾 𝖯𝖬 𝖬𝖾 𝖿𝗈𝗋 𝖬𝗈𝗋𝖾 𝖣𝖾𝗍𝖺𝗂𝗅𝗌"
892745,2026-06-01 09:54:19+00:00,"Hey, there Mega files! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
892744,2026-06-01 09:50:12+00:00,"Drivers looking for Hitchers 😎 

Date : Today 😊 
Time: NOWW 🔥 

Pickup : JB❤️ 
Drop off : SG 😊 
Pax : 1-6pax🌹 
Whole car: available 💫 

Can paynow 🌟 
TNG ⭐️ 
CASH RM💰 
SGD CASH 💵 
❤️
Pm me for more details thanks 😊

💫 NO DEPOSIT ⛔️"
892743,2026-06-01 09:48:50+00:00,"Driver looking for hitcher

pick up : Jb/Sg
drop off: anywhere 
date : anyday /return trip also can.
time : anytime / advance booking also can.
pax : 1-8 / whole car / Carpool.
  Paynow,Cash,Tng.
   
Kindly Pm For Best Offer Thanks"
892741,2026-06-01 09:45:23+00:00,Hi any driver from klia t1 to sg can pick up now
892740,2026-06-01 09:44:01+00:00,"🚘Driver Looking For Hitchers

Date : Anytime
Time: Any date

JB~SG
SG~JB

Both Available, Welcome to PM me and Booking~


👑👑👑👑👑👑👑👑👑👑👑👑
Services that I provide:
⬆️Offer ride to Melaka, Genting , Penang any locations of West Malaysia.

⬆️Car: Toyota Innova (7pax available) with spacious space.

⬆️Safe and stable roadtrip.

⬆️Clean and Comfortable interior.

⬆️Reasonable Pricing.

⬆️Accept advanced booking.

⬆️Kind manner.

⬆️No DEPOSIT Needed,                
      Only Need to Pay    
      After trip is FINISHED.

⬆️Always Available
      Efficient Communication
      Faster rides as driver
      Always in JB Town area    
      Standby.

🔥Wholecar
60-80sgd
+10~15sgd (Additional location)

🔥Carpooling
30SGD~40SGD Carpool/Per Pax"
892739,2026-06-01 09:42:38+00:00,"🚗Driver looking for HITCHER  

📆 Date:  01/06/2026 Midnight 
⏰ Time: NOW ONWARDS 
🇲🇾 Pick up : SG 
🇸🇬 Drop off : JB 
👥 Pax: 1-6 PAX Avaliable  
NO Deposit,  Affordable PRICE.
Have a good day ahead.
Pm me TQ"
892738,2026-06-01 09:40:02+00:00,"Driver looking for hitcher 🚕

Date: Today 
Time: Now / Anytime 

Pick up: SG🇸🇬
Drop off: JB🇲🇾

Pax: 1-4 pax
No need deposit 

Pm me thanks"
892737,2026-06-01 09:35:57+00:00,"Hitcher looking for driver 

Time: 7pm 
Pick up : Austin 
Drop off: sengkang 
1pax 

No deposit thank you"
892736,2026-06-01 09:32:23+00:00,"🚗Driver looking for hitcher

📆 Date: Today
⏰ Time: ANYTIME / BOOKING 
🇸🇬 Pick up : SG
🇲🇾 Drop off: JB
👥 Pax: 1-4 PAX

Pm me thanks"
892735,2026-06-01 09:32:14+00:00,"🚗DRIVER LOOKING FOR HITCHER 
📍PICK UP: SG
📍DROP OFF:JB
⏰TIME: 8pm onwards

📆DATE: 1-6
👨‍💼PAX:1-3

🧾PAYMENT METHOD:PAYNOW,CASH,TNG
Special price for first time

TELEGRAM: @daodan7766 
WeChat: AMGG63_7766

PM ME THANKS !!!😊 FREE Mineral Water+Tisu.. 👍🏻 Service"
892734,2026-06-01 09:27:50+00:00,"Hey, there ElvinW! Welcome to MY🔁SG Daily Carpool!
Please read the pinned post before posting and adhere to group rules and regulations 

To prove that you are human, please complete the captcha below to gain chat access

Thank you and happy carpooling!"
892733,2026-06-01 09:27:40+00:00,"👨‍✈️Driver Looking For Hitcher👋


🗓️Date: TODAY

⏱Time: Now - (Anytime)

📍Pickup: JB/SG

📍Drop: off: SG/JB

💰Payment by: Cash / Tng / Paynow.

🛗Pax : 1- 8 / Wholecar/ Carpool ✅

          🔁TWO WAYS TRIP ALSO CAN.
👇     👇     👇      👇      👇

--✨️𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚 𝙏𝙮𝙥𝙚𝙨✨️--  
☆ 𝟐𝟒/𝟕 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩𝙖𝙩𝙞𝙤𝙣  
☆ 𝙃𝙤𝙪𝙨𝙚 𝙈𝙤𝙫𝙞𝙣𝙜 𝙎𝙚𝙧𝙫𝙞𝙘𝙚  
☆ 𝙄𝙣𝙨𝙪𝙧𝙖𝙣𝙘𝙚 𝙄𝙣𝙘𝙡𝙪𝙙𝙚𝙙  
☆ 𝙋𝙧𝙚 𝘽𝙤𝙤𝙠𝙞𝙣𝙜𝙨 𝘼𝙘𝙘𝙚𝙥𝙩𝙚𝙙  
☆ 𝘼𝙞𝙧𝙥𝙤𝙧𝙩 / 𝙃𝙤𝙩𝙚𝙡 𝙏𝙧𝙖𝙣𝙨𝙛𝙚𝙧𝙨  
☆ 𝙄𝙣𝙩𝙚𝙧𝙘𝙞𝙩𝙮 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙄𝙣 𝙅𝘽  
☆ 𝘾𝙤𝙫𝙚𝙧 𝘼𝙡𝙡 𝙇𝙤𝙘𝙖𝙩𝙞𝙤𝙣𝙨 𝙎𝙂/𝙈𝙔  
☆ 𝙈𝙞𝙙𝙣𝙞𝙜𝙝𝙩 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚  
☆ 𝙒𝙝𝙚𝙚𝙡𝙘𝙝𝙖𝙞𝙧 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩  
☆ 𝘿𝙚𝙡𝙞𝙫𝙚𝙧𝙮 𝙞𝙣 𝙎𝙂 & 𝙈𝙔

◇ 𝖳𝗋𝗂𝗉𝗌 𝗍𝗈 𝖬𝖤𝖫𝖠𝖪𝖠, 𝖪𝖫, 𝖦𝖤𝖭𝖳𝖨𝖭𝖦 & 𝖮𝗍𝗁𝖾𝗋𝗌 

🚖Sedan Car / Alza / Vellfire / Minivan

✉️kindly Dm Me Now, Advance Booking Also Can!"
892730,2026-06-01 09:11:57+00:00,"Hitcher looking for driver 
Sg to jb
Today 6pm
2 pax whole car"
892729,2026-06-01 09:11:09+00:00,"Hitcher looking for driver 

Carpool 
1pax
Pick up :sg amk 
Drop off: Jb skudai 

No deposit 
Today 6pm"
892728,2026-06-01 09:11:05+00:00,"🚗Driver looking for Hitcher 🚗

Date : today 1/6
Time :5.30pm-6.30pm
Pickup : JB 🇲🇾
Dropoff: SG 🇸🇬
1-6 pax 
Wholecar available 👋🏼
Offer ❗
Other timing can discuss ✅

PM ME IF INTERESTED 🤗🤗🤗"
892727,2026-06-01 09:10:29+00:00,"Looking for driver

Pick up: Kulai
Drop off 1: Bishan
Drop off 2: Kovan
Time: 9pm Today
Pax: 3pax

Please pm directly with price, NO DEPOSIT PLS"
892726,2026-06-01 09:09:01+00:00,"‼️🔠🔠🔡🔣🔠🔠 🔠🔠🔠‼️
🚗Driver Looking Hitcher🚗
Door To Door Service

🗓 Date : Today
⏰ Time : Any Time
📌 PickUp : SG/JB Any Way
🚗 Whole Car 
👥 1-4 Pax

✔️ Pay On Arrival 
✔️ No Deposit
💵Cash💳PayNow 💰 EWallet

📱 +6580902145"
892725,2026-06-01 09:06:11+00:00,"looking for driver
Pick up: dato onn
Drop off: sengkang & punggol
Date: Today
Time: 9pm
Pax: 5"
892724,2026-06-01 09:05:10+00:00,"Looking for driver
Whole car Chinese 
Date: Today
Time: 9pm
JB to SG
Pax: 4"
892723,2026-06-01 09:04:59+00:00,"👋🏻 Hitcher looking for Driver 🚗 

Jb to sg

Pick up: molek
Drop off: 188740
Date: Now
Time: 5:30pm
Pax: 1 pax
Pm me, thank u!"
892721,2026-06-01 09:01:10+00:00,"🚗🇸🇬 Driver Looking For Hitchers

Pick up : SG
Drop off: JB
Date : Today
Time : Now
Pax: 1-6

Kindly pm me. thanks.
@limharry0624"
892720,2026-06-01 09:00:21+00:00,"Today
8.30-9pm
Jb to sg
Pax: 1
No deposit 
Sgd45"
892719,2026-06-01 08:59:56+00:00,Bukit indah to clementi 9pm. 2 adult 2 kid. PM me with price
892718,2026-06-01 08:59:16+00:00,
892717,2026-06-01 08:58:28+00:00,"Hitcher looking for driver

JB to SG
Time: now
Pick up: Bukit Indah 
Drop off: Yishun 
1 pax 
1 big bag 

Pm with price pls. Thank you"
892716,2026-06-01 08:57:10+00:00,"looking for driver

Time: Now
Pick up. : Mount austin
drop off: pasir ris

pax: 4pax"
892715,2026-06-01 08:55:24+00:00,"Driver looking for hitcher 🚕

Date: Today 
Time: 6pm-7pm / Anytime 

Pick up: SG🇸🇬
Drop off: JB🇲🇾

Pax: 1-4 pax
No need deposit 

Pm me thanks"
892714,2026-06-01 08:53:55+00:00,"Looking for driver:

Time: 5pm 
PICK UP: HOLIDAY VILLA (near KSL)
Drop off: SG Bedok reservoir

Pax: 3 (whole car)

Pm me with your best price pls🙏🏼"
892713,2026-06-01 08:51:19+00:00,"👋🏻 Hitcher looking for Driver 🚗 

Jb to sg

Pick up: RNF 
Drop off: SG 209000
Date: 02/06/2026
Time: 10am
Pax: 1 carpool 
Pm me, thank u!

No deposit"
892712,2026-06-01 08:49:03+00:00,"Chinese Driver looking for Hitcher 
Pickup: SG
Drop off: JB
Date: TOMMOROW
Time: 12.20AM-1AM
Pax: 1-4
Cash/Paynow Available 😁"
892711,2026-06-01 08:46:36+00:00,"🚘Driver looking for Hitch 👋

📆Pick Up Date : Today.
🕰️Pick Up Time : Now
Pick Up Point : Sg🇸🇬 to Jb 🇲🇾
Drop Off Point : (Anywhere Of Urs)
👥Pax : 1 - 4 pax/ Whole Car Have.
   
No deposit 
Pm me for the best price"
892709,2026-06-01 08:43:32+00:00,"🚘Driver looking for Hitcher 

Date : ( Today)
Time : Now
Pickup : JB🇲🇾
Dropoff :SG🇸🇬
Pax :1-6pax(Whole car)
 Toyota Alphard Mpv

Kindly pm me thanks 🙏🏻"
892708,2026-06-01 08:43:01+00:00,"🚘Driver Looking For Hitchers

Date : Anytime
Time: Any date

JB~SG
SG~JB

Both Available, Welcome to PM me and Booking~


👑👑👑👑👑👑👑👑👑👑👑👑
Services that I provide:
⬆️Offer ride to Melaka, Genting , Penang any locations of West Malaysia.

⬆️Car: Toyota Innova (7pax available) with spacious space.

⬆️Safe and stable roadtrip.

⬆️Clean and Comfortable interior.

⬆️Reasonable Pricing.

⬆️Accept advanced booking.

⬆️Kind manner.

⬆️No DEPOSIT Needed,                
      Only Need to Pay    
      After trip is FINISHED.

⬆️Always Available
      Efficient Communication
      Faster rides as driver
      Always in JB Town area    
      Standby.

🔥Wholecar
60-80sgd
+10~15sgd (Additional location)

🔥Carpooling
30SGD~40SGD Carpool/Per Pax"
892707,2026-06-01 08:39:14+00:00,"Looking for Driver

Whole car

Pick up :Sg
Drop off :Jb
Pax :2
Time :6:15 - 6:20

No deposit"
892706,2026-06-01 08:38:49+00:00,"Hitcher looking for driver 🚀

Pickup: Sg canberra
Drop off: Jb Austin
Date:2/6/26
Time: 10am morning
Pax: 1 adult （prefer chinese driver）no deposit
share car

Pls pm me thank you!"
892705,2026-06-01 08:37:46+00:00,"Looking for driver:

Time: 5pm 
PICK UP: HOLIDAY VILLA (near KSL)
Drop off: SG Bedok reservoir

Pax: 3 (whole car)

Pm me with your best price pls🙏🏼"
892703,2026-06-01 08:31:09+00:00,"‼️COME COME‼️
I am Driver, looking for Hitcher 

Confirmed trip, pm more details 

SG TO JB
TODAY Whole Day
Pax : 1-6 pax

✅ No deposit 
✅ Safety 
✅ On time 
✅ Professional 

Kindly pm me details, I’m driver 😊"
892702,2026-06-01 08:29:36+00:00,"Last call‼️

Driver looking for hitcher 
Today 🛑before 6:00pm🛑

🇸🇬 SG to JB 🇲🇾

✳️$50 1-1pax
✳️$65 2-4pax


💱No need deposit 💱

Pm if your time also suitable 😊😊"
892701,2026-06-01 08:29:15+00:00,"✋✋HITCHER LOOKING FOR DRIVER

2/6
CAJB Starex/Staria
5:25am

95SGD

CASH/PAYNOW

WHO CAN?"
892700,2026-06-01 08:28:09+00:00,"Driver looking for hitcher 🚗🌉

Date: today
Time : midnight 
Pickup : jb - sg
Pax : 1-4 pax / whole car
$100
NO NEED DEPOSIT 
PM ME NOW THANK YOUU"
892699,2026-06-01 08:26:34+00:00,"Hitcher looking for driver 

Date : Today
Time : Now
Pick up : Permas JB
Drop off : Bedok SG
Pax : 1 person

Pm me thanks. No deposit"
892698,2026-06-01 08:25:10+00:00,"👨‍✈️Driver Looking For Hitcher👋


🗓️Date: TODAY

⏱Time: Now - (Anytime)

📍Pickup: JB/SG

📍Drop: off: SG/JB

💰Payment by: Cash / Tng / Paynow.

🛗Pax : 1- 8 / Wholecar/ Carpool ✅

          🔁TWO WAYS TRIP ALSO CAN.
👇     👇     👇      👇      👇

--✨️𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚 𝙏𝙮𝙥𝙚𝙨✨️--  
☆ 𝟐𝟒/𝟕 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩𝙖𝙩𝙞𝙤𝙣  
☆ 𝙃𝙤𝙪𝙨𝙚 𝙈𝙤𝙫𝙞𝙣𝙜 𝙎𝙚𝙧𝙫𝙞𝙘𝙚  
☆ 𝙄𝙣𝙨𝙪𝙧𝙖𝙣𝙘𝙚 𝙄𝙣𝙘𝙡𝙪𝙙𝙚𝙙  
☆ 𝙋𝙧𝙚 𝘽𝙤𝙤𝙠𝙞𝙣𝙜𝙨 𝘼𝙘𝙘𝙚𝙥𝙩𝙚𝙙  
☆ 𝘼𝙞𝙧𝙥𝙤𝙧𝙩 / 𝙃𝙤𝙩𝙚𝙡 𝙏𝙧𝙖𝙣𝙨𝙛𝙚𝙧𝙨  
☆ 𝙄𝙣𝙩𝙚𝙧𝙘𝙞𝙩𝙮 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙄𝙣 𝙅𝘽  
☆ 𝘾𝙤𝙫𝙚𝙧 𝘼𝙡𝙡 𝙇𝙤𝙘𝙖𝙩𝙞𝙤𝙣𝙨 𝙎𝙂/𝙈𝙔  
☆ 𝙈𝙞𝙙𝙣𝙞𝙜𝙝𝙩 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚  
☆ 𝙒𝙝𝙚𝙚𝙡𝙘𝙝𝙖𝙞𝙧 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩  
☆ 𝘿𝙚𝙡𝙞𝙫𝙚𝙧𝙮 𝙞𝙣 𝙎𝙂 & 𝙈𝙔

◇ 𝖳𝗋𝗂𝗉𝗌 𝗍𝗈 𝖬𝖤𝖫𝖠𝖪𝖠, 𝖪𝖫, 𝖦𝖤𝖭𝖳𝖨𝖭𝖦 & 𝖮𝗍𝗁𝖾𝗋𝗌 

🚖Sedan Car / Alza / Vellfire / Minivan

✉️kindly Dm Me Now, Advance Booking Also Can!"
892697,2026-06-01 08:25:05+00:00,"Driver looking for Hitcher❣️

⏰-We are 24/7 Available-❤️
🇸🇬 SG ⇄ 🇲🇾 JB Transport
🚏 Pickup   : SG / JB 
🚏 Drop-off : JB / SG
🚗 Premium Vehicles Provided

✅ No Deposit
✅ Insurance Covered
✅ Cross-Border Delivery

📩 Kindly PM to book. Thank you ✌️"
892696,2026-06-01 08:24:10+00:00,"🚘 Driver looking for Hitchers

📅 Date         : Today  
📍 Pickup     : JB / SG 🇲🇾🇸🇬 
📍 DropOff   : SG / JB 🇸🇬🇲🇾 
🕑 Time        : Anytime
💰 Payment : No Deposit ❌
🚗 Vehicles  : All Seating Types
✅ Modes     : Whole-Car Only

      👇     👇     👇      👇      👇

--✨️Transport Service Types✨️--
  ☆ 𝟐𝟒/𝟕 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩𝙖𝙩𝙞𝙤𝙣
  ☆ 𝙃𝙤𝙪𝙨𝙚 𝙈𝙤𝙫𝙞𝙣𝙜 𝙎𝙚𝙧𝙫𝙞𝙘𝙚
  ☆ 𝙄𝙣𝙨𝙪𝙧𝙖𝙣𝙘𝙚 𝙄𝙣𝙘𝙡𝙪𝙙𝙚𝙙
  ☆ 𝙋𝙧𝙚 𝘽𝙤𝙤𝙠𝙞𝙣𝙜𝙨 𝘼𝙘𝙘𝙚𝙥𝙩𝙚𝙙
  ☆ 𝘼𝙞𝙧𝙥𝙤𝙧𝙩 / 𝙃𝙤𝙩𝙚𝙡 𝙏𝙧𝙖𝙣𝙨𝙛𝙚𝙧𝙨
  ☆ 𝙄𝙣𝙩𝙚𝙧𝙘𝙞𝙩𝙮 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙄𝙣 𝙅𝘽
  ☆ 𝘾𝙤𝙫𝙚𝙧 𝘼𝙡𝙡 𝙇𝙤𝙘𝙖𝙩𝙞𝙤𝙣𝙨 𝙎𝙂/𝙈𝙔
  ☆ 𝙈𝙞𝙙𝙣𝙞𝙜𝙝𝙩 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩 𝙎𝙚𝙧𝙫𝙞𝙘𝙚
  ☆ 𝙒𝙝𝙚𝙚𝙡𝙘𝙝𝙖𝙞𝙧 𝙏𝙧𝙖𝙣𝙨𝙥𝙤𝙧𝙩
  ☆ 𝘿𝙚𝙡𝙞𝙫𝙚𝙧𝙮 𝙞𝙣 𝙎𝙂 & 𝙈𝙔

◇ 𝖳𝗋𝗂𝗉𝗌 𝗍𝗈 𝖬𝖤𝖫𝖠𝖪𝖠, 𝖪𝖫, 𝖦𝖤𝖭𝖳𝖨𝖭𝖦 & 𝖮𝗍𝗁𝖾𝗋𝗌 𝖯𝗅𝖾𝖺𝗌𝖾 𝖯𝖬 𝖬𝖾 𝖿𝗈𝗋 𝖬𝗈𝗋𝖾 𝖣𝖾𝗍𝖺𝗂𝗅𝗌"
892695,2026-06-01 08:22:54+00:00,"🚘 Driver looking for hitcher

Date: Today (1/6) MON
time    NOW NOW NOW /  5-6PM / 6-7PM / 7-8PM  / 8-9PM / 9-10PM
Pick up: JB
Drop off: SG
Pax : 1-4
-------------------------------

🚘 Driver looking for hitcher

Date: Today (1/6) Mon
time  NOW NOW NOW /  5-6PM / 6-7PM / 7-8PM / 8-9PM / 9-10PM
Pick uP: SG
Drop off: JB
Pax : 1-4

ACCEPT PAYNOW / PAYLAH"
892694,2026-06-01 08:15:55+00:00,"Looking for driver 
Pickup : ksl 
Time : now
Location : YewTee
Pax : 3
No deposit"
892693,2026-06-01 08:13:28+00:00,"Driver Looking for Hitcher 

Date : TODAY
Time : NOW 
Pickup : JB
Dropoff : SG
1-6 pax

No need DEPOSIT, 
Payment by cash / TnG
Kindly pm me, thank you ☺️"
892692,2026-06-01 08:10:18+00:00,"Driver looking for Hitcher🚗🚗

Date : Today
Time : 4:30-5pm
Pickup : JB 🇲🇾
Drop off : SG 🇸🇬
Pax : 1-4 pax 

WHOLECAR/CARPOOL 

OFFER OFFER !! Price can discuss. 

Pm me if interested . Thanks !  👋"
892691,2026-06-01 08:08:04+00:00,"Hitcher looking for driver

Today
5-6pm
Pick : jb 2 loc
Drop : sg 3 loc
4 pax 
$100

Pm
No deposit
See clearly my post"
